========================================================================================================================
RÉSULTATS BM25 - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.5325
MAP Interpolée:                      0.5438
Mean P@5:                            0.7267
Mean P@10:                           0.6500
Mean R-Precision:                    0.5135
MRR (Mean Reciprocal Rank):          0.9075
Mean DCG@20:                         65.8778
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 1.0000
P@10:                0.9000
R-Precision:         0.7297
Reciprocal Rank:     1.0000
Average Precision:   0.8237
AP Interpolée:       0.8369
DCG@20:              37.4276
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
979    729      ✗        -            -           
980    731      ✗        -            -           
981    736      ✗        -            -           
982    738      ✗        -            -           
983    770      ✗        -            -           
984    786      ✗        -            -           
985    789      ✗        -            -           
986    791      ✗        -            -           
987    795      ✗        -            -           
988    797      ✗        -            -           
989    803      ✗        -            -           
990    810      ✗        -            -           
991    814      ✗        -            -           
992    815      ✗        -            -           
993    818      ✗        -            -           
994    820      ✗        -            -           
995    824      ✗        -            -           
996    838      ✗        -            -           
997    840      ✗        -            -           
998    844      ✗        -            -           
999    846      ✗        -            -           
1000   857      ✗        -            -           
1001   873      ✗        -            -           
1002   874      ✗        -            -           
1003   882      ✗        -            -           
1004   883      ✗        -            -           
1005   885      ✗        -            -           
1006   887      ✗        -            -           
1007   889      ✗        -            -           
1008   890      ✗        -            -           
1009   892      ✗        -            -           
1010   894      ✗        -            -           
1011   909      ✗        -            -           
1012   916      ✗        -            -           
1013   924      ✗        -            -           
1014   926      ✗        -            -           
1015   930      ✗        -            -           
1016   934      ✗        -            -           
1017   937      ✗        -            -           
1018   939      ✗        -            -           
1019   940      ✗        -            -           
1020   952      ✗        -            -           
1021   956      ✗        -            -           
1022   960      ✗        -            -           
1023   961      ✗        -            -           
1024   976      ✗        -            -           
1025   979      ✗        -            -           
1026   986      ✗        -            -           
1027   990      ✗        -            -           
1028   997      ✗        -            -           
1029   998      ✗        -            -           
1030   1003     ✗        -            -           
1031   1019     ✗        -            -           
1032   1020     ✗        -            -           
1033   1026     ✗        -            -           


========================================================================================================================
REQUÊTE 30
========================================================================================================================
Documents pertinents (R): 14
Documents pertinents trouvés: 14

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0136
F-Mesure:            0.0267
P@5:                 0.6000
P@10:                0.5000
R-Precision:         0.5000
Reciprocal Rank:     1.0000
Average Precision:   0.3798
AP Interpolée:       0.4160
DCG@20:              50.9807
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
------------------------------------------------------------------------------------------------------------------------
1      1026     ✓        0.0714       1.0000      
2      1027     ✓        0.1429       1.0000      
3      1023     ✗        -            -           
4      1024     ✓        0.2143       0.7500      
5      841      ✗        -            -           
6      1033     ✓        0.2857       0.6667      
7      920      ✗        -            -           
8      1019     ✓        0.3571       0.6250      
9      284      ✗        -            -           
10     839      ✗        -            -           
11     867      ✗        -            -           
12     24       ✗        -            -           
13     1020     ✓        0.4286       0.4615      
14     1022     ✓        0.5000       0.5000      
15     1013     ✗        -            -           
16     908      ✗        -            -           
17     457      ✗        -            -           
18     740      ✗        -            -           
19     17       ✗        -            -           
20     249      ✗        -            -           
21     1031     ✗        -            -           
22     77       ✗        -            -           
23     720      ✗        -            -           
24     365      ✗        -            -           
25     340      ✗        -            -           
26     830      ✗        -            -           
27     549      ✗        -            -           
28     35       ✗        -            -           
29     808      ✗        -            -           
30     175      ✗        -            -           
31     657      ✗        -            -           
32     239      ✗        -            -           
33     488      ✗        -            -           
34     261      ✗        -            -           
35     114      ✗        -            -           
36     319      ✗        -            -           
37     931      ✗        -            -           
38     364      ✗        -            -           
39     49       ✗        -            -           
40     490      ✗        -            -           
41     413      ✗        -            -           
42     487      ✗        -            -           
43     718      ✗        -            -           
44     371      ✗        -            -           
45     468      ✗        -            -           
46     596      ✗        -            -           
47     86       ✗        -            -           
48     759      ✗        -            -           
49     511      ✗        -            -           
50     139      ✗        -            -           
51     370      ✗        -            -           
52     231      ✗        -            -           
53     776      ✗        -            -           
54     1003     ✗        -            -           
55     793      ✗        -            -           
56     351      ✗        -            -           
57     914      ✗        -            -           
58     1025     ✗        -            -           
59     641      ✗        -            -           
60     751      ✗        -            -           
61     58       ✗        -            -           
62     635      ✗        -            -           
63     209      ✗        -            -           
64     388      ✗        -            -           
65     542      ✗        -            -           
66     442      ✗        -            -           
67     461      ✗        -            -           
68     993      ✗        -            -           
69     992      ✗        -            -           
70     306      ✗        -            -           
71     193      ✗        -            -           
72     780      ✗        -            -           
73     372      ✗        -            -           
74     827      ✓        0.5714       0.1081      
75     338      ✗        -            -           
76     545      ✗        -            -           
77     476      ✗        -            -           
78     191      ✗        -            -           
79     994      ✗        -            -           
80     995      ✗        -            -           
81     494      ✗        -            -           
82     3        ✗        -            -           
83     624      ✗        -            -           
84     455      ✗        -            -           
85     116      ✗        -            -           
86     528      ✗        -            -           
87     798      ✗        -            -           
88     214      ✗        -            -           
89     64       ✗        -            -           
90     973      ✗        -            -           
91     1008     ✗        -            -           
92     524      ✗        -            -           
93     989      ✗        -            -           
94     915      ✗        -            -           
95     922      ✗        -            -           
96     393      ✗        -            -           
97     670      ✗        -            -           
98     227      ✗        -            -           
99     9        ✗        -            -           
100    465      ✗        -            -           
101    779      ✗        -            -           
102    982      ✗        -            -           
103    927      ✗        -            -           
104    533      ✗        -            -           
105    299      ✗        -            -           
106    669      ✗        -            -           
107    472      ✗        -            -           
108    547      ✗        -            -           
109    1000     ✗        -            -           
110    136      ✗        -            -           
111    20       ✗        -            -           
112    560      ✗        -            -           
113    53       ✗        -            -           
114    736      ✗        -            -           
115    320      ✗        -            -           
116    108      ✗        -            -           
117    1006     ✗        -            -           
118    632      ✗        -            -           
119    71       ✗        -            -           
120    31       ✗        -            -           
121    1032     ✓        0.6429       0.0744      
122    359      ✗        -            -           
123    983      ✗        -            -           
124    1014     ✗        -            -           
125    831      ✓        0.7143       0.0800      
126    25       ✗        -            -           
127    366      ✗        -            -           
128    317      ✗        -            -           
129    959      ✗        -            -           
130    604      ✗        -            -           
131    171      ✗        -            -           
132    425      ✗        -            -           
133    107      ✗        -            -           
134    326      ✗        -            -           
135    961      ✗        -            -           
136    128      ✗        -            -           
137    514      ✗        -            -           
138    712      ✗        -            -           
139    758      ✗        -            -           
140    820      ✗        -            -           
141    589      ✗        -            -           
142    880      ✗        -            -           
143    66       ✗        -            -           
144    149      ✗        -            -           
145    253      ✗        -            -           
146    375      ✗        -            -           
147    971      ✗        -            -           
148    846      ✗        -            -           
149    471      ✗        -            -           
150    291      ✗        -            -           
151    755      ✗        -            -           
152    672      ✗        -            -           
153    254      ✗        -            -           
154    201      ✗        -            -           
155    999      ✗        -            -           
156    1001     ✗        -            -           
157    44       ✗        -            -           
158    408      ✗        -            -           
159    884      ✗        -            -           
160    531      ✗        -            -           
161    252      ✗        -            -           
162    570      ✗        -            -           
163    135      ✗        -            -           
164    572      ✗        -            -           
165    151      ✗        -            -           
166    218      ✗        -            -           
167    314      ✗        -            -           
168    536      ✗        -            -           
169    866      ✗        -            -           
170    768      ✗        -            -           
171    199      ✗        -            -           
172    243      ✗        -            -           
173    774      ✗        -            -           
174    454      ✗        -            -           
175    475      ✗        -            -           
176    15       ✗        -            -           
177    167      ✗        -            -           
178    1030     ✗        -            -           
179    100      ✗        -            -           
180    1029     ✗        -            -           
181    29       ✗        -            -           
182    161      ✗        -            -           
183    963      ✗        -            -           
184    845      ✗        -            -           
185    769      ✗        -            -           
186    316      ✗        -            -           
187    726      ✗        -            -           
188    972      ✗        -            -           
189    614      ✗        -            -           
190    477      ✗        -            -           
191    764      ✗        -            -           
192    682      ✗        -            -           
193    706      ✗        -            -           
194    361      ✗        -            -           
195    899      ✗        -            -           
196    812      ✗        -            -           
197    32       ✗        -            -           
198    909      ✗        -            -           
199    355      ✗        -            -           
200    543      ✗        -            -           
201    548      ✗        -            -           
202    95       ✗        -            -           
203    954      ✗        -            -           
204    399      ✗        -            -           
205    746      ✗        -            -           
206    617      ✗        -            -           
207    900      ✗        -            -           
208    750      ✗        -            -           
209    930      ✗        -            -           
210    300      ✗        -            -           
211    54       ✗        -            -           
212    730      ✗        -            -           
213    279      ✗        -            -           
214    655      ✗        -            -           
215    701      ✗        -            -           
216    747      ✗        -            -           
217    277      ✗        -            -           
218    415      ✗        -            -           
219    520      ✗        -            -           
220    600      ✗        -            -           
221    517      ✗        -            -           
222    62       ✗        -            -           
223    97       ✗        -            -           
224    378      ✗        -            -           
225    117      ✗        -            -           
226    495      ✗        -            -           
227    906      ✗        -            -           
228    519      ✗        -            -           
229    246      ✗        -            -           
230    282      ✗        -            -           
231    145      ✗        -            -           
232    834      ✗        -            -           
233    1009     ✗        -            -           
234    652      ✗        -            -           
235    647      ✗        -            -           
236    129      ✗        -            -           
237    223      ✗        -            -           
238    460      ✗        -            -           
239    625      ✗        -            -           
240    1011     ✗        -            -           
241    891      ✗        -            -           
242    152      ✗        -            -           
243    761      ✗        -            -           
244    245      ✗        -            -           
245    552      ✗        -            -           
246    978      ✗        -            -           
247    618      ✗        -            -           
248    46       ✗        -            -           
249    206      ✗        -            -           
250    176      ✗        -            -           
251    664      ✗        -            -           
252    665      ✗        -            -           
253    958      ✗        -            -           
254    792      ✗        -            -           
255    235      ✗        -            -           
256    897      ✗        -            -           
257    826      ✗        -            -           
258    200      ✗        -            -           
259    165      ✗        -            -           
260    873      ✗        -            -           
261    183      ✗        -            -           
262    638      ✗        -            -           
263    544      ✗        -            -           
264    987      ✗        -            -           
265    192      ✗        -            -           
266    104      ✗        -            -           
267    257      ✗        -            -           
268    287      ✗        -            -           
269    148      ✗        -            -           
270    644      ✗        -            -           
271    734      ✗        -            -           
272    258      ✗        -            -           
273    441      ✗        -            -           
274    990      ✗        -            -           
275    842      ✗        -            -           
276    998      ✗        -            -           
277    717      ✗        -            -           
278    394      ✗        -            -           
279    76       ✗        -            -           
280    817      ✗        -            -           
281    122      ✗        -            -           
282    276      ✗        -            -           
283    837      ✗        -            -           
284    453      ✗        -            -           
285    822      ✗        -            -           
286    815      ✗        -            -           
287    871      ✗        -            -           
288    26       ✗        -            -           
289    256      ✗        -            -           
290    322      ✗        -            -           
291    869      ✗        -            -           
292    1004     ✗        -            -           
293    601      ✗        -            -           
294    651      ✗        -            -           
295    462      ✗        -            -           
296    637      ✗        -            -           
297    588      ✗        -            -           
298    777      ✗        -            -           
299    628      ✗        -            -           
300    877      ✗        -            -           
301    579      ✗        -            -           
302    463      ✗        -            -           
303    743      ✗        -            -           
304    73       ✗        -            -           
305    1012     ✗        -            -           
306    309      ✗        -            -           
307    996      ✗        -            -           
308    684      ✗        -            -           
309    537      ✗        -            -           
310    876      ✗        -            -           
311    673      ✗        -            -           
312    795      ✗        -            -           
313    332      ✗        -            -           
314    709      ✗        -            -           
315    506      ✗        -            -           
316    689      ✗        -            -           
317    696      ✗        -            -           
318    18       ✗        -            -           
319    687      ✗        -            -           
320    195      ✗        -            -           
321    377      ✗        -            -           
322    335      ✗        -            -           
323    997      ✗        -            -           
324    659      ✗        -            -           
325    819      ✗        -            -           
326    368      ✗        -            -           
327    23       ✗        -            -           
328    849      ✗        -            -           
329    773      ✗        -            -           
330    229      ✗        -            -           
331    703      ✗        -            -           
332    482      ✗        -            -           
333    894      ✗        -            -           
334    485      ✗        -            -           
335    926      ✗        -            -           
336    723      ✗        -            -           
337    174      ✗        -            -           
338    956      ✗        -            -           
339    818      ✗        -            -           
340    872      ✗        -            -           
341    658      ✗        -            -           
342    796      ✗        -            -           
343    1010     ✗        -            -           
344    957      ✗        -            -           
345    603      ✗        -            -           
346    789      ✗        -            -           
347    119      ✗        -            -           
348    924      ✗        -            -           
349    81       ✗        -            -           
350    146      ✗        -            -           
351    576      ✗        -            -           
352    380      ✗        -            -           
353    970      ✗        -            -           
354    451      ✗        -            -           
355    794      ✗        -            -           
356    28       ✗        -            -           
357    456      ✗        -            -           
358    106      ✗        -            -           
359    692      ✗        -            -           
360    838      ✗        -            -           
361    367      ✗        -            -           
362    228      ✗        -            -           
363    534      ✗        -            -           
364    75       ✗        -            -           
365    693      ✗        -            -           
366    144      ✗        -            -           
367    379      ✗        -            -           
368    807      ✗        -            -           
369    400      ✗        -            -           
370    953      ✗        -            -           
371    551      ✗        -            -           
372    912      ✗        -            -           
373    16       ✗        -            -           
374    583      ✗        -            -           
375    918      ✗        -            -           
376    443      ✗        -            -           
377    968      ✗        -            -           
378    529      ✗        -            -           
379    82       ✗        -            -           
380    241      ✗        -            -           
381    690      ✗        -            -           
382    203      ✗        -            -           
383    526      ✗        -            -           
384    137      ✗        -            -           
385    587      ✗        -            -           
386    829      ✗        -            -           
387    179      ✗        -            -           
388    233      ✗        -            -           
389    225      ✗        -            -           
390    19       ✗        -            -           
391    851      ✗        -            -           
392    786      ✗        -            -           
393    797      ✗        -            -           
394    643      ✗        -            -           
395    216      ✗        -            -           
396    83       ✗        -            -           
397    446      ✗        -            -           
398    622      ✗        -            -           
399    805      ✗        -            -           
400    722      ✗        -            -           
401    782      ✗        -            -           
402    653      ✗        -            -           
403    950      ✗        -            -           
404    404      ✗        -            -           
405    409      ✗        -            -           
406    853      ✗        -            -           
407    688      ✗        -            -           
408    286      ✗        -            -           
409    770      ✗        -            -           
410    951      ✗        -            -           
411    578      ✗        -            -           
412    781      ✗        -            -           
413    303      ✗        -            -           
414    532      ✗        -            -           
415    848      ✗        -            -           
416    952      ✗        -            -           
417    60       ✗        -            -           
418    771      ✗        -            -           
419    783      ✗        -            -           
420    356      ✗        -            -           
421    660      ✗        -            -           
422    623      ✗        -            -           
423    695      ✗        -            -           
424    312      ✗        -            -           
425    244      ✗        -            -           
426    573      ✗        -            -           
427    448      ✗        -            -           
428    679      ✗        -            -           
429    691      ✗        -            -           
430    879      ✗        -            -           
431    650      ✗        -            -           
432    661      ✗        -            -           
433    784      ✗        -            -           
434    620      ✗        -            -           
435    438      ✗        -            -           
436    346      ✗        -            -           
437    439      ✗        -            -           
438    242      ✗        -            -           
439    775      ✗        -            -           
440    459      ✗        -            -           
441    496      ✗        -            -           
442    945      ✗        -            -           
443    427      ✗        -            -           
444    311      ✗        -            -           
445    907      ✗        -            -           
446    158      ✗        -            -           
447    719      ✗        -            -           
448    854      ✗        -            -           
449    65       ✗        -            -           
450    728      ✗        -            -           
451    267      ✗        -            -           
452    809      ✗        -            -           
453    473      ✗        -            -           
454    301      ✗        -            -           
455    440      ✗        -            -           
456    590      ✗        -            -           
457    567      ✗        -            -           
458    938      ✗        -            -           
459    711      ✗        -            -           
460    198      ✗        -            -           
461    557      ✗        -            -           
462    697      ✗        -            -           
463    208      ✗        -            -           
464    118      ✗        -            -           
465    865      ✗        -            -           
466    1        ✗        -            -           
467    2        ✗        -            -           
468    4        ✗        -            -           
469    5        ✗        -            -           
470    6        ✗        -            -           
471    7        ✗        -            -           
472    8        ✗        -            -           
473    10       ✗        -            -           
474    11       ✗        -            -           
475    12       ✗        -            -           
476    13       ✗        -            -           
477    14       ✗        -            -           
478    21       ✗        -            -           
479    22       ✗        -            -           
480    27       ✗        -            -           
481    30       ✗        -            -           
482    33       ✗        -            -           
483    34       ✗        -            -           
484    36       ✗        -            -           
485    37       ✗        -            -           
486    38       ✗        -            -           
487    39       ✗        -            -           
488    40       ✗        -            -           
489    41       ✗        -            -           
490    42       ✗        -            -           
491    43       ✗        -            -           
492    45       ✗        -            -           
493    47       ✗        -            -           
494    48       ✗        -            -           
495    50       ✗        -            -           
496    51       ✗        -            -           
497    52       ✗        -            -           
498    55       ✗        -            -           
499    56       ✗        -            -           
500    57       ✗        -            -           
501    59       ✗        -            -           
502    61       ✗        -            -           
503    63       ✗        -            -           
504    67       ✗        -            -           
505    68       ✗        -            -           
506    69       ✗        -            -           
507    70       ✗        -            -           
508    72       ✗        -            -           
509    74       ✗        -            -           
510    78       ✗        -            -           
511    79       ✗        -            -           
512    80       ✗        -            -           
513    84       ✗        -            -           
514    85       ✗        -            -           
515    87       ✗        -            -           
516    88       ✗        -            -           
517    89       ✗        -            -           
518    90       ✗        -            -           
519    91       ✗        -            -           
520    92       ✗        -            -           
521    93       ✗        -            -           
522    94       ✗        -            -           
523    96       ✗        -            -           
524    98       ✗        -            -           
525    99       ✗        -            -           
526    101      ✗        -            -           
527    102      ✗        -            -           
528    103      ✗        -            -           
529    105      ✗        -            -           
530    109      ✗        -            -           
531    110      ✗        -            -           
532    111      ✗        -            -           
533    112      ✗        -            -           
534    113      ✗        -            -           
535    115      ✗        -            -           
536    120      ✗        -            -           
537    121      ✗        -            -           
538    123      ✗        -            -           
539    124      ✗        -            -           
540    125      ✗        -            -           
541    126      ✗        -            -           
542    127      ✗        -            -           
543    130      ✗        -            -           
544    131      ✗        -            -           
545    132      ✗        -            -           
546    133      ✗        -            -           
547    134      ✗        -            -           
548    138      ✗        -            -           
549    140      ✗        -            -           
550    141      ✗        -            -           
551    142      ✗        -            -           
552    143      ✗        -            -           
553    147      ✗        -            -           
554    150      ✗        -            -           
555    153      ✗        -            -           
556    154      ✗        -            -           
557    155      ✗        -            -           
558    156      ✗        -            -           
559    157      ✗        -            -           
560    159      ✗        -            -           
561    160      ✗        -            -           
562    162      ✗        -            -           
563    163      ✗        -            -           
564    164      ✗        -            -           
565    166      ✗        -            -           
566    168      ✗        -            -           
567    169      ✗        -            -           
568    170      ✗        -            -           
569    172      ✗        -            -           
570    173      ✗        -            -           
571    177      ✗        -            -           
572    178      ✗        -            -           
573    180      ✗        -            -           
574    181      ✗        -            -           
575    182      ✗        -            -           
576    184      ✗        -            -           
577    185      ✗        -            -           
578    186      ✗        -            -           
579    187      ✗        -            -           
580    188      ✗        -            -           
581    189      ✗        -            -           
582    190      ✗        -            -           
583    194      ✗        -            -           
584    196      ✗        -            -           
585    197      ✗        -            -           
586    202      ✗        -            -           
587    204      ✗        -            -           
588    205      ✗        -            -           
589    207      ✗        -            -           
590    210      ✗        -            -           
591    211      ✗        -            -           
592    212      ✗        -            -           
593    213      ✗        -            -           
594    215      ✗        -            -           
595    217      ✗        -            -           
596    219      ✗        -            -           
597    220      ✗        -            -           
598    221      ✗        -            -           
599    222      ✗        -            -           
600    224      ✗        -            -           
601    226      ✗        -            -           
602    230      ✗        -            -           
603    232      ✗        -            -           
604    234      ✗        -            -           
605    236      ✗        -            -           
606    237      ✗        -            -           
607    238      ✗        -            -           
608    240      ✗        -            -           
609    247      ✗        -            -           
610    248      ✗        -            -           
611    250      ✗        -            -           
612    251      ✗        -            -           
613    255      ✗        -            -           
614    259      ✗        -            -           
615    260      ✗        -            -           
616    262      ✗        -            -           
617    263      ✗        -            -           
618    264      ✗        -            -           
619    265      ✗        -            -           
620    266      ✗        -            -           
621    268      ✗        -            -           
622    269      ✗        -            -           
623    270      ✗        -            -           
624    271      ✗        -            -           
625    272      ✗        -            -           
626    273      ✗        -            -           
627    274      ✗        -            -           
628    275      ✗        -            -           
629    278      ✗        -            -           
630    280      ✗        -            -           
631    281      ✗        -            -           
632    283      ✗        -            -           
633    285      ✗        -            -           
634    288      ✗        -            -           
635    289      ✗        -            -           
636    290      ✗        -            -           
637    292      ✗        -            -           
638    293      ✗        -            -           
639    294      ✗        -            -           
640    295      ✗        -            -           
641    296      ✗        -            -           
642    297      ✗        -            -           
643    298      ✗        -            -           
644    302      ✗        -            -           
645    304      ✗        -            -           
646    305      ✗        -            -           
647    307      ✗        -            -           
648    308      ✗        -            -           
649    310      ✗        -            -           
650    313      ✗        -            -           
651    315      ✗        -            -           
652    318      ✗        -            -           
653    321      ✗        -            -           
654    323      ✗        -            -           
655    324      ✗        -            -           
656    325      ✗        -            -           
657    327      ✗        -            -           
658    328      ✗        -            -           
659    329      ✗        -            -           
660    330      ✗        -            -           
661    331      ✗        -            -           
662    333      ✗        -            -           
663    334      ✗        -            -           
664    336      ✗        -            -           
665    337      ✗        -            -           
666    339      ✗        -            -           
667    341      ✗        -            -           
668    342      ✗        -            -           
669    343      ✗        -            -           
670    344      ✗        -            -           
671    345      ✗        -            -           
672    347      ✗        -            -           
673    348      ✗        -            -           
674    349      ✗        -            -           
675    350      ✗        -            -           
676    352      ✗        -            -           
677    353      ✗        -            -           
678    354      ✗        -            -           
679    357      ✗        -            -           
680    358      ✗        -            -           
681    360      ✗        -            -           
682    362      ✗        -            -           
683    363      ✗        -            -           
684    369      ✗        -            -           
685    373      ✗        -            -           
686    374      ✗        -            -           
687    376      ✗        -            -           
688    381      ✗        -            -           
689    382      ✗        -            -           
690    383      ✗        -            -           
691    384      ✗        -            -           
692    385      ✗        -            -           
693    386      ✗        -            -           
694    387      ✗        -            -           
695    389      ✗        -            -           
696    390      ✗        -            -           
697    391      ✗        -            -           
698    392      ✗        -            -           
699    395      ✗        -            -           
700    396      ✗        -            -           
701    397      ✗        -            -           
702    398      ✗        -            -           
703    401      ✗        -            -           
704    402      ✗        -            -           
705    403      ✗        -            -           
706    405      ✗        -            -           
707    406      ✗        -            -           
708    407      ✗        -            -           
709    410      ✗        -            -           
710    411      ✗        -            -           
711    412      ✗        -            -           
712    414      ✗        -            -           
713    416      ✗        -            -           
714    417      ✗        -            -           
715    418      ✗        -            -           
716    419      ✗        -            -           
717    420      ✗        -            -           
718    421      ✗        -            -           
719    422      ✗        -            -           
720    423      ✗        -            -           
721    424      ✗        -            -           
722    426      ✗        -            -           
723    428      ✗        -            -           
724    429      ✗        -            -           
725    430      ✗        -            -           
726    431      ✗        -            -           
727    432      ✗        -            -           
728    433      ✗        -            -           
729    434      ✗        -            -           
730    435      ✗        -            -           
731    436      ✗        -            -           
732    437      ✗        -            -           
733    444      ✗        -            -           
734    445      ✗        -            -           
735    447      ✗        -            -           
736    449      ✗        -            -           
737    450      ✗        -            -           
738    452      ✗        -            -           
739    458      ✗        -            -           
740    464      ✗        -            -           
741    466      ✗        -            -           
742    467      ✗        -            -           
743    469      ✗        -            -           
744    470      ✗        -            -           
745    474      ✗        -            -           
746    478      ✗        -            -           
747    479      ✗        -            -           
748    480      ✗        -            -           
749    481      ✗        -            -           
750    483      ✗        -            -           
751    484      ✗        -            -           
752    486      ✗        -            -           
753    489      ✗        -            -           
754    491      ✗        -            -           
755    492      ✗        -            -           
756    493      ✗        -            -           
757    497      ✗        -            -           
758    498      ✗        -            -           
759    499      ✗        -            -           
760    500      ✗        -            -           
761    501      ✗        -            -           
762    502      ✗        -            -           
763    503      ✗        -            -           
764    504      ✗        -            -           
765    505      ✗        -            -           
766    507      ✗        -            -           
767    508      ✗        -            -           
768    509      ✗        -            -           
769    510      ✗        -            -           
770    512      ✗        -            -           
771    513      ✗        -            -           
772    515      ✗        -            -           
773    516      ✗        -            -           
774    518      ✗        -            -           
